owner_name_clean,stem,raw_examples,group_id,group_name,owner_parcels
429B HOUSTON ST LLC,429B HOUSTON ST,"429B HOUSTON ST, LLC",9562,"429B HOUSTON ST, LLC",1
4300 IROQUOIS AVENUE TRUST,4300 IROQUOIS AVENUE,4300 IROQUOIS AVENUE TRUST,9563,4300 IROQUOIS AVENUE TRUST,1
4300 SKYRIDGE LIVING TRUST,4300 SKYRIDGE LIVING,4300 SKYRIDGE LIVING TRUST,9564,4300 SKYRIDGE LIVING TRUST,1
4309 LINDAWOOD LLC,4309 LINDAWOOD,"4309 LINDAWOOD, LLC",9565,"4309 LINDAWOOD, LLC",1
431 LARKIN SPRINGS ROAD LLC,431 LARKIN SPRINGS ROAD,431 LARKIN SPRINGS ROAD LLC,9566,431 LARKIN SPRINGS ROAD LLC,1
431 OLD TOWNE TRUST,431 OLD TOWNE,431 OLD TOWNE TRUST,9567,431 OLD TOWNE TRUST,1
4317 HARDING ROAD LLC,4317 HARDING ROAD,"4317 HARDING ROAD, LLC",9568,"4317 HARDING ROAD, LLC",1
4320 KENILWOOD LLC & 100 OAKS STORAGE LLC,4320 KENILWOOD LLC & 100 OAKS STORAGE,"4320 KENILWOOD, LLC & 100 OAKS STORAGE, LLC",9569,"4320 KENILWOOD, LLC & 100 OAKS STORAGE, LLC",1
4321 VALLEY GROVE DRIVE TRUST THE,4321 VALLEY GROVE DRIVE TRUST THE,"4321 VALLEY GROVE DRIVE TRUST, THE",9570,"4321 VALLEY GROVE DRIVE TRUST, THE",1
4328 SNEED ROAD TRUST,4328 SNEED ROAD,4328 SNEED ROAD TRUST,9571,4328 SNEED ROAD TRUST,1
4343 ASHLAND CITY HIGHWAY TN LLC,4343 ASHLAND CITY HIGHWAY TN,4343 ASHLAND CITY HIGHWAY TN LLC,9572,4343 ASHLAND CITY HIGHWAY TN LLC,1
4354 OLD HICKORY BLVD TRUST THE,4354 OLD HICKORY BLVD TRUST THE,"4354 OLD HICKORY BLVD TRUST, THE",9573,"4354 OLD HICKORY BLVD TRUST, THE",1
4356 OLD HICKORY BLVD TRUST THE,4356 OLD HICKORY BLVD TRUST THE,"4356 OLD HICKORY BLVD TRUST, THE",9574,"4356 OLD HICKORY BLVD TRUST, THE",1
436 MURFREESBORO TRUST,436 MURFREESBORO,436 MURFREESBORO TRUST,9575,436 MURFREESBORO TRUST,1
436 PATTERSON LLC,436 PATTERSON,436 PATTERSON LLC,9576,436 PATTERSON LLC,1
438 CORNISH DRIVE TRUST,438 CORNISH DRIVE,438 CORNISH DRIVE TRUST,9577,438 CORNISH DRIVE TRUST,1
438 WINGROVE GP,438 WINGROVE,"438 WINGROVE, GP",9578,"438 WINGROVE, GP",1
44 MUSIC SQUARE EAST LLC,44 MUSIC SQUARE EAST,"44 MUSIC SQUARE EAST, LLC",9579,"44 MUSIC SQUARE EAST, LLC",1
440 DONELSON PIKE TRUST,440 DONELSON PIKE,440 DONELSON PIKE TRUST,9580,440 DONELSON PIKE TRUST,1
440 METROPLEX LLC,440 METROPLEX,"440 METROPLEX, LLC",9581,"440 METROPLEX, LLC",1
4401 IROQUOIS AVE LLC,4401 IROQUOIS AVE,"4401 IROQUOIS AVE, LLC",9582,"4401 IROQUOIS AVE, LLC",1
4405 SHEPARD PLACE TRUST,4405 SHEPARD PLACE,4405 SHEPARD PLACE TRUST,9583,4405 SHEPARD PLACE TRUST,1
4406 TYNE BLVD TRUST,4406 TYNE BLVD,4406 TYNE BLVD TRUST,9584,4406 TYNE BLVD TRUST,1
4408 LEALAND LANE TOWNHOMES ASSN INC,4408 LEALAND LANE TOWNHOMES ASSN,"4408 LEALAND LANE TOWNHOMES ASSN., INC.",9585,"4408 LEALAND LANE TOWNHOMES ASSN., INC.",1
4409 HARDING PLACE COMMUNITY PROPERTY TRUST,4409 HARDING PLACE COMMUNITY PROPERTY,4409 HARDING PLACE COMMUNITY PROPERTY TRUST,9586,4409 HARDING PLACE COMMUNITY PROPERTY TRUST,1
441 S ASHLEY TRUST,441 S ASHLEY,441 S ASHLEY TRUST,9587,441 S ASHLEY TRUST,1
4410 ESTES ROAD LLC,4410 ESTES ROAD,"4410 ESTES ROAD, LLC",9588,"4410 ESTES ROAD, LLC",1
4410 HOWELL PLACE LLC,4410 HOWELL PLACE,"4410 HOWELL PLACE, LLC",9589,"4410 HOWELL PLACE, LLC",1
4410 PARK AVENUE TRUST,4410 PARK AVENUE,4410 PARK AVENUE TRUST,9590,4410 PARK AVENUE TRUST,1
4410 WYOMING AVENUE TRUST,4410 WYOMING AVENUE,4410 WYOMING AVENUE TRUST,9591,4410 WYOMING AVENUE TRUST,1
4411 TRUXTON PLACE TRUST,4411 TRUXTON PLACE,4411 TRUXTON PLACE TRUST,9592,4411 TRUXTON PLACE TRUST,1
4414 CHICKERING LANE COMMUNITY PROPERTY TRUST THE,4414 CHICKERING LANE COMMUNITY PROPERTY TRUST THE,"4414 CHICKERING LANE COMMUNITY PROPERTY TRUST, THE",9593,"4414 CHICKERING LANE COMMUNITY PROPERTY TRUST, THE",1
4415 FORSYTHE PLACE TRUST,4415 FORSYTHE PLACE,4415 FORSYTHE PLACE TRUST,9594,4415 FORSYTHE PLACE TRUST,1
4415 TYNE BOULEVARD TRUST,4415 TYNE BOULEVARD,4415 TYNE BOULEVARD TRUST,9595,4415 TYNE BOULEVARD TRUST,1
4425 MURPHY ROAD LLC,4425 MURPHY ROAD,"4425 MURPHY ROAD, LLC",9596,"4425 MURPHY ROAD, LLC",1
444 HOLDINGS LLC,444 HOLDINGS,"444 HOLDINGS, LLC",9597,"444 HOLDINGS, LLC",1
444 KIDS LLC,444 KIDS,"444 KIDS, LLC",9598,"444 KIDS, LLC",1
4444 TYNE LLC,4444 TYNE,"4444 TYNE, LLC",9599,"4444 TYNE, LLC",1
446 HUMPHREYS LLC,446 HUMPHREYS,"446 HUMPHREYS, LLC",9600,"446 HUMPHREYS, LLC",1
4501 ALCOTT LLC,4501 ALCOTT,4501 ALCOTT LLC,9601,4501 ALCOTT LLC,1
4502 BELMONT PARK LLC,4502 BELMONT PARK,"4502 BELMONT PARK, LLC",9602,"4502 BELMONT PARK, LLC",1
4508 NEBRASKA AVENUE LLC,4508 NEBRASKA AVENUE,"4508 NEBRASKA AVENUE, LLC",9603,"4508 NEBRASKA AVENUE, LLC",1
4509 DRY FORK ROAD TRUST,4509 DRY FORK ROAD,4509 DRY FORK ROAD TRUST,9604,4509 DRY FORK ROAD TRUST,1
4510 YANCY DRIVE REVOCABLE TRUST,4510 YANCY DRIVE REVOCABLE,4510 YANCY DRIVE REVOCABLE TRUST,9605,4510 YANCY DRIVE REVOCABLE TRUST,1
4511 ELKINS AVENUE LLC,4511 ELKINS AVENUE,4511 ELKINS AVENUE LLC,9606,4511 ELKINS AVENUE LLC,1
4515 CARLTON DRIVE TRUST,4515 CARLTON DRIVE,4515 CARLTON DRIVE TRUST,9607,4515 CARLTON DRIVE TRUST,1
4518 CARLTON DRIVE TRUST THE,4518 CARLTON DRIVE TRUST THE,"4518 CARLTON DRIVE TRUST, THE",9608,"4518 CARLTON DRIVE TRUST, THE",1
4527 YANCEY DRIVE TRUST,4527 YANCEY DRIVE,4527 YANCEY DRIVE TRUST,9609,4527 YANCEY DRIVE TRUST,1
4536 CARLTON LLC,4536 CARLTON,"4536 CARLTON, LLC",9610,"4536 CARLTON, LLC",1
4542 SOUTH TRACE BLVD LAND TRUST,4542 SOUTH TRACE BLVD LAND,4542 SOUTH TRACE BLVD LAND TRUST,9611,4542 SOUTH TRACE BLVD LAND TRUST,1
4607 GRANNY WHITE PIKE TRUST,4607 GRANNY WHITE PIKE,4607 GRANNY WHITE PIKE TRUST,9612,4607 GRANNY WHITE PIKE TRUST,1
461 DENNIS DRIVE TENNESSEE INVESTMENT SERVICES TRUST,461 DENNIS DRIVE TENNESSEE INVESTMENT SERVICES,461 DENNIS DRIVE TENNESSEE INVESTMENT SERVICES TRUST,9613,461 DENNIS DRIVE TENNESSEE INVESTMENT SERVICES TRUST,1
461 ROGER WILLIAMS AVE TRUST ET AL,461 ROGER WILLIAMS AVE TRUST ET AL,461 ROGER WILLIAMS AVE TRUST ET AL,9614,461 ROGER WILLIAMS AVE TRUST ET AL,1
4617 SAUNDERS AVENUE TRUST,4617 SAUNDERS AVENUE,4617 SAUNDERS AVENUE TRUST,9615,4617 SAUNDERS AVENUE TRUST,1
4618 BELMONT PARK TERRACE TRUST,4618 BELMONT PARK TERRACE,4618 BELMONT PARK TERRACE TRUST,9616,4618 BELMONT PARK TERRACE TRUST,1
4620 VILLA GREEN TRUST,4620 VILLA GREEN,4620 VILLA GREEN TRUST,9617,4620 VILLA GREEN TRUST,1
4623 TROUSDALE LLC,4623 TROUSDALE,4623 TROUSDALE LLC,9618,4623 TROUSDALE LLC,1
464 CRAIGHEAD ST GP,464 CRAIGHEAD ST,"464 CRAIGHEAD ST, GP",9619,"464 CRAIGHEAD ST, GP",1
47 PROPERTIES LLC,47 PROPERTIES,"47 PROPERTIES, LLC",9620,"47 PROPERTIES, LLC",1
4704 GREYSTONE TRUST,4704 GREYSTONE,4704 GREYSTONE TRUST,9621,4704 GREYSTONE TRUST,1
4705 BILLINGSGATE TRUST,4705 BILLINGSGATE,4705 BILLINGSGATE TRUST,9622,4705 BILLINGSGATE TRUST,1
4710 ILLINOIS LLC,4710 ILLINOIS,"4710 ILLINOIS, LLC",9623,"4710 ILLINOIS, LLC",1
4713 PACKARD DRIVE LLC,4713 PACKARD DRIVE,"4713 PACKARD DRIVE, LLC",9624,"4713 PACKARD DRIVE, LLC",1
4719 ANDREW JACKSON PKWY PARTNERS GP,4719 ANDREW JACKSON PKWY PARTNERS,4719 ANDREW JACKSON PKWY PARTNERS GP,9625,4719 ANDREW JACKSON PKWY PARTNERS GP,1
4728 BENTON SMITH TRUST,4728 BENTON SMITH,4728 BENTON SMITH TRUST,9626,4728 BENTON SMITH TRUST,1
473 TIMMONS COTTAGES HOMEOWNERS ASSOC INC,473 TIMMONS COTTAGES HOMEOWNERS,"473 TIMMONS COTTAGES HOMEOWNERS ASSOCIATION, INC.",9627,"473 TIMMONS COTTAGES HOMEOWNERS ASSOCIATION, INC.",1
476 REALTY LLC,476 REALTY,"476 REALTY, LLC",9628,"476 REALTY, LLC",1
47W LLC,47W,"47W, LLC",9629,"47W, LLC",1
48 FERN AVE LLC,48 FERN AVE,"48 FERN AVE, LLC",9630,"48 FERN AVE, LLC",1
48 LINDSLEY AVENUE LLC,48 LINDSLEY AVENUE,"48 LINDSLEY AVENUE, LLC",9631,"48 LINDSLEY AVENUE, LLC",1
4800 CP PARTNERS LLC,4800 CP PARTNERS,"4800 CP PARTNERS, LLC",9632,"4800 CP PARTNERS, LLC",1
4804 EVEREST TRUST,4804 EVEREST,4804 EVEREST TRUST,9633,4804 EVEREST TRUST,1
4809 TROUSDALE PARTNERS LLC,4809 TROUSDALE PARTNERS,"4809 TROUSDALE PARTNERS, LLC",9634,"4809 TROUSDALE PARTNERS, LLC",1
4810 GALLATIN PIKE LLC,4810 GALLATIN PIKE,"4810 GALLATIN PIKE, LLC",9635,"4810 GALLATIN PIKE, LLC",1
4811 CHURCHWOOD DEVELOPMENT LLC,4811 CHURCHWOOD DEVELOPMENT,"4811 CHURCHWOOD DEVELOPMENT, LLC",9636,"4811 CHURCHWOOD DEVELOPMENT, LLC",1
483 CRAIGHEAD HOLDINGS LLC,483 CRAIGHEAD HOLDINGS,"483 CRAIGHEAD HOLDINGS, LLC",9637,"483 CRAIGHEAD HOLDINGS, LLC",1
485 LA CONNER LLC,485 LA CONNER,"485 LA CONNER, LLC",9638,"485 LA CONNER, LLC",1
4855 CONCORD DRIVE PROPERTY REVOCABLE TRUST THE,4855 CONCORD DRIVE PROPERTY REVOCABLE TRUST THE,"4855 CONCORD DRIVE PROPERTY REVOCABLE TRUST ,THE",9639,"4855 CONCORD DRIVE PROPERTY REVOCABLE TRUST ,THE",1
49 COLONIAL COTTAGES CORPORATION,49 COLONIAL COTTAGES,49 COLONIAL COTTAGES CORPORATION,9640,49 COLONIAL COTTAGES CORPORATION,1
4902 KENTUCKY LLC,4902 KENTUCKY,4902 KENTUCKY LLC,9641,4902 KENTUCKY LLC,1
4904 DAKOTA AVENUE REV TRUST THE,4904 DAKOTA AVENUE REV TRUST THE,"4904 DAKOTA AVENUE REV TRUST, THE",9642,"4904 DAKOTA AVENUE REV TRUST, THE",1
4904B TENNESSEE LLC,4904B TENNESSEE,"4904B TENNESSEE, LLC",9643,"4904B TENNESSEE, LLC",1
4908 A DELAWARE AVE LLC,4908 A DELAWARE AVE,"4908 A DELAWARE AVE, LLC",9644,"4908 A DELAWARE AVE, LLC",1
4909 ATWOOD DRIVE TRUST,4909 ATWOOD DRIVE,4909 ATWOOD DRIVE TRUST,9645,4909 ATWOOD DRIVE TRUST,1
4914 ILLINOIS AVE TRUST,4914 ILLINOIS AVE,4914 ILLINOIS AVE TRUST,9646,4914 ILLINOIS AVE TRUST,1
4920 OLIVIA DR TRUST THE,4920 OLIVIA DR TRUST THE,"4920 OLIVIA DR TRUST, THE",9647,"4920 OLIVIA DR TRUST, THE",1
4932 STILLWOOD DRIVE TRUST,4932 STILLWOOD DRIVE,4932 STILLWOOD DRIVE TRUST,9648,4932 STILLWOOD DRIVE TRUST,1
4943 TYNE RIDGE COURT LAND TRUST,4943 TYNE RIDGE COURT LAND,4943 TYNE RIDGE COURT LAND TRUST,9649,4943 TYNE RIDGE COURT LAND TRUST,1
4949 YORKSHIRE ROAD LLC,4949 YORKSHIRE ROAD,"4949 YORKSHIRE ROAD, LLC",9650,"4949 YORKSHIRE ROAD, LLC",1
4D REVOCABLE TRUST,4D REVOCABLE,4D REVOCABLE TRUST,9651,4D REVOCABLE TRUST,1
4E7S TRC TRUST,4E7S TRC,4E7S TRC TRUST,9652,4E7S TRC TRUST,1
4FP LLC,4FP,"4FP, LLC",9653,"4FP, LLC",1
4K SONS LLC,4K SONS,"4K SONS, LLC",9654,"4K SONS, LLC",1
4MTN PROPERTIES LLC,4MTN PROPERTIES,4MTN PROPERTIES LLC,9655,4MTN PROPERTIES LLC,1
4SHO 4SHO TRUST,4SHO 4SHO,4SHO 4SHO TRUST,9656,4SHO 4SHO TRUST,1
4TH AND GARFIELD LLC,4TH AND GARFIELD,"4TH AND GARFIELD, LLC",9657,"4TH AND GARFIELD, LLC",1
5 DOGS PROPERTIES LLC,5 DOGS PROPERTIES,"5 DOGS PROPERTIES, LLC",9658,"5 DOGS PROPERTIES, LLC",1
5 POINTS LLC,5 POINTS,5 POINTS LLC,9659,5 POINTS LLC,1
5 STRING LLC,5 STRING,"5 STRING, LLC",9660,"5 STRING, LLC",1
500 CREATIVE WAY UNIT 16 LLC,500 CREATIVE WAY UNIT 16,"500 CREATIVE WAY UNIT 16, LLC",9661,"500 CREATIVE WAY UNIT 16, LLC",1
500 DAVIDSON TRUST,500 DAVIDSON,500 DAVIDSON TRUST,9662,500 DAVIDSON TRUST,1
500 RUNDLE HOLDINGS LLC,500 RUNDLE HOLDINGS,"500 RUNDLE HOLDINGS, LLC",9663,"500 RUNDLE HOLDINGS, LLC",1
5001 KENTUCKY LLC,5001 KENTUCKY,"5001 KENTUCKY, LLC",9664,"5001 KENTUCKY, LLC",1
5001 PEARSON PLACE TRUST,5001 PEARSON PLACE,5001 PEARSON PLACE TRUST,9665,5001 PEARSON PLACE TRUST,1
5002 GEORGIA AVE TRUST,5002 GEORGIA AVE,5002 GEORGIA AVE TRUST,9666,5002 GEORGIA AVE TRUST,1
5005 NEVADA TRUST,5005 NEVADA,5005 NEVADA TRUST,9667,5005 NEVADA TRUST,1
5006 BONNAMEADE DR TRUST THE,5006 BONNAMEADE DR TRUST THE,"5006 BONNAMEADE DR TRUST, THE",9668,"5006 BONNAMEADE DR TRUST, THE",1
5009 TENNESSEE AVE TRUST,5009 TENNESSEE AVE,5009 TENNESSEE AVE TRUST,9669,5009 TENNESSEE AVE TRUST,1
501 EAST IRIS TRUST,501 EAST IRIS,501 EAST IRIS TRUST,9670,501 EAST IRIS TRUST,1
501 PARK INVESTORS LLC,501 PARK INVESTORS,"501 PARK INVESTORS, LLC",9671,"501 PARK INVESTORS, LLC",1
5011 KENTUCKY AVE TRUST,5011 KENTUCKY AVE,5011 KENTUCKY  AVE TRUST,9672,5011 KENTUCKY  AVE TRUST,1
5011 TENNESSEE AVE TRUST,5011 TENNESSEE AVE,5011 TENNESSEE AVE TRUST,9673,5011 TENNESSEE AVE TRUST,1
502 LOYOLA DRIVE LAND TRUST THE,502 LOYOLA DRIVE LAND TRUST THE,"502 LOYOLA DRIVE LAND TRUST, THE",9674,"502 LOYOLA DRIVE LAND TRUST, THE",1
502 PATH ALLEY LIVING TRUST,502 PATH ALLEY LIVING,502 PATH ALLEY LIVING TRUST,9675,502 PATH ALLEY LIVING TRUST,1
5026 FRANKLIN PIKE TRUST,5026 FRANKLIN PIKE,5026 FRANKLIN PIKE TRUST,9676,5026 FRANKLIN PIKE TRUST,1
5029 MARCHANT LLC,5029 MARCHANT,"5029 MARCHANT, LLC",9677,"5029 MARCHANT, LLC",1
5031 HILL PLACE DRIVE TRUST,5031 HILL PLACE DRIVE,5031 HILL PLACE DRIVE TRUST,9678,5031 HILL PLACE DRIVE TRUST,1
5039 COUGAR CV TRUST,5039 COUGAR CV,5039 COUGAR CV TRUST,9679,5039 COUGAR CV TRUST,1
504 EDWIN STREET 43 TRUST,504 EDWIN STREET 43,504 EDWIN STREET #43 TRUST,9680,504 EDWIN STREET #43 TRUST,1
505 CHARLES DRIVE TRUST,505 CHARLES DRIVE,505 CHARLES DRIVE TRUST,9681,505 CHARLES DRIVE TRUST,1
505 COMMUNITY COURT LLC,505 COMMUNITY COURT,"505 COMMUNITY COURT, LLC",9682,"505 COMMUNITY COURT, LLC",1
505 EVE PROPERTIES LLC,505 EVE PROPERTIES,"505 EVE PROPERTIES, LLC",9683,"505 EVE PROPERTIES, LLC",1
505 LLC,505,"505, LLC",9684,"505, LLC",1
5050 LINBAR DRIVE LLC,5050 LINBAR DRIVE,"5050 LINBAR DRIVE, LLC",9685,"5050 LINBAR DRIVE, LLC",1
505F WEDGEWOOD LLC,505F WEDGEWOOD,"505F WEDGEWOOD, LLC",9686,"505F WEDGEWOOD, LLC",1
505NASH3010 LLC,505NASH3010,"505NASH3010, LLC",9687,"505NASH3010, LLC",1
506 508 FV LLC,506 508 FV,506 - 508 FV LLC,9688,506 - 508 FV LLC,1
506 EMORY IRREV LIV TRUST THE,506 EMORY IRREV LIV TRUST THE,"506 EMORY IRREV LIV TRUST, THE",9689,"506 EMORY IRREV LIV TRUST, THE",1
5060 RAWLINGS ROAN TRUST,5060 RAWLINGS ROAN,5060 RAWLINGS ROAN TRUST,9690,5060 RAWLINGS ROAN TRUST,1
508 31ST AVENUE NORTH LLC,508 31ST AVENUE NORTH,"508 31ST AVENUE NORTH, LLC",9691,"508 31ST AVENUE NORTH, LLC",1
508 INVESTMENTS LLC,508 INVESTMENTS,"508 INVESTMENTS, LLC",9692,"508 INVESTMENTS, LLC",1
509 HOUSTON LLC,509 HOUSTON,"509 HOUSTON, LLC",9693,"509 HOUSTON, LLC",1
5100 ILLINOIS AVE TRUST,5100 ILLINOIS AVE,5100 ILLINOIS AVE TRUST,9694,5100 ILLINOIS AVE TRUST,1
5100 MICHIGAN AVE LLC,5100 MICHIGAN AVE,"5100 MICHIGAN AVE, LLC",9695,"5100 MICHIGAN AVE, LLC",1
5102 GEORGIA AVE TRUST,5102 GEORGIA AVE,5102 GEORGIA AVE TRUST,9696,5102 GEORGIA AVE TRUST,1
5104 ILLINOIS AVE TRUST,5104 ILLINOIS AVE,5104 ILLINOIS AVE TRUST,9697,5104 ILLINOIS AVE TRUST,1
5104B MICHIGAN LLC,5104B MICHIGAN,"5104B MICHIGAN, LLC",9698,"5104B MICHIGAN, LLC",1
5105 GEORGIA AVE TRUST,5105 GEORGIA AVE,5105 GEORGIA AVE TRUST,9699,5105 GEORGIA AVE TRUST,1
5118 MYRA DRIVE TRUST,5118 MYRA DRIVE,5118 MYRA DRIVE TRUST,9700,5118 MYRA DRIVE TRUST,1
512 EAST IRIS DRIVE LLC,512 EAST IRIS DRIVE,"512 EAST IRIS DRIVE, LLC",9701,"512 EAST IRIS DRIVE, LLC",1
512 MCFEDDERS LLC,512 MCFEDDERS,512 MCFEDDERS LLC,9702,512 MCFEDDERS LLC,1
5123 HARDING TRUST,5123 HARDING,5123 HARDING TRUST,9703,5123 HARDING TRUST,1
5129 ANNESWAY DRIVE TRUST,5129 ANNESWAY DRIVE,5129 ANNESWAY DRIVE TRUST,9704,5129 ANNESWAY DRIVE TRUST,1
513 LITTLE CHANNING WAY TRUST,513 LITTLE CHANNING WAY,513 LITTLE CHANNING WAY TRUST,9705,513 LITTLE CHANNING WAY TRUST,1
513 SUMMIT OAKS TRUST THE,513 SUMMIT OAKS TRUST THE,"513 SUMMIT OAKS TRUST, THE",9706,"513 SUMMIT OAKS TRUST, THE",1
5132 BOXCROFT PLACE TRUST,5132 BOXCROFT PLACE,5132 BOXCROFT PLACE TRUST,9707,5132 BOXCROFT PLACE TRUST,1
514 31ST AVE N LLC,514 31ST AVE N,"514 31ST AVE N, LLC",9708,"514 31ST AVE N, LLC",1
514 MONROE LLC,514 MONROE,"514 MONROE, LLC",9709,"514 MONROE, LLC",1
5144 ROXBOROUGH DRIVE TRUST THE,5144 ROXBOROUGH DRIVE TRUST THE,"5144 ROXBOROUGH DRIVE TRUST, THE",9710,"5144 ROXBOROUGH DRIVE TRUST, THE",1
515 BASSWOOD AVENUE A18 TRUST THE,515 BASSWOOD AVENUE A18 TRUST THE,"515 BASSWOOD AVENUE A18 TRUST, THE",9711,"515 BASSWOOD AVENUE A18 TRUST, THE",1
515 BASSWOOD AVENUE E60 TRUST THE,515 BASSWOOD AVENUE E60 TRUST THE,"515 BASSWOOD AVENUE E60 TRUST, THE",9712,"515 BASSWOOD AVENUE E60 TRUST, THE",1
515 BASSWOOD TRUST THE,515 BASSWOOD TRUST THE,"515 BASSWOOD TRUST, THE",9713,"515 BASSWOOD TRUST, THE",1
516 27TH AVE N 4 LLC,516 27TH AVE N 4,"516 27TH AVE N #4, LLC",9714,"516 27TH AVE N #4, LLC",1
516 518 FV PARTNERS LLC,516 518 FV PARTNERS,"516-518 FV PARTNERS, LLC",9715,"516-518 FV PARTNERS, LLC",1
516 MERIDIAN INVESTORS LLC,516 MERIDIAN INVESTORS,"516 MERIDIAN INVESTORS, LLC",9716,"516 MERIDIAN INVESTORS, LLC",1
517 B SOUTHERN TURF DR TRUST,517 B SOUTHERN TURF DR,517 B SOUTHERN TURF DR. TRUST,9717,517 B SOUTHERN TURF DR. TRUST,1
517 HICKORY HILLS ASSOCIATES GP,517 HICKORY HILLS ASSOCIATES,"517 HICKORY HILLS ASSOCIATES, GP",9718,"517 HICKORY HILLS ASSOCIATES, GP",1
517 VERITAS LLC,517 VERITAS,517 VERITAS LLC,9719,517 VERITAS LLC,1
519 CHESTERFIELD AVE 3 LLC,519 CHESTERFIELD AVE 3,519 CHESTERFIELD AVE #3 LLC,9720,519 CHESTERFIELD AVE #3 LLC,1
5201 LOUISIANA AVE TRUST,5201 LOUISIANA AVE,5201 LOUISIANA AVE TRUST,9721,5201 LOUISIANA AVE TRUST,1
5202 CENTENNIAL LLC,5202 CENTENNIAL,"5202 CENTENNIAL, LLC",9722,"5202 CENTENNIAL, LLC",1
5211 PENNSYLVANIA AVE TRUST,5211 PENNSYLVANIA AVE,5211 PENNSYLVANIA AVE TRUST,9723,5211 PENNSYLVANIA AVE TRUST,1
5215 FRANKLIN PIKE LLC,5215 FRANKLIN PIKE,"5215 FRANKLIN PIKE, LLC",9724,"5215 FRANKLIN PIKE, LLC",1
5215 TENNESSEE AVE TRUST,5215 TENNESSEE AVE,5215 TENNESSEE AVE TRUST,9725,5215 TENNESSEE AVE TRUST,1
5221 TENNESSEE AVE TRUST,5221 TENNESSEE AVE,5221 TENNESSEE AVE TRUST,9726,5221 TENNESSEE AVE TRUST,1
5225 OHB LLC,5225 OHB,5225 OHB LLC,9727,5225 OHB LLC,1
523 ARMISTEAD TRUST THE,523 ARMISTEAD TRUST THE,"523 ARMISTEAD TRUST, THE",9728,"523 ARMISTEAD TRUST, THE",1
5233 PINE HILL TRUST,5233 PINE HILL,5233 PINE HILL TRUST,9729,5233 PINE HILL TRUST,1
524 HAMILTON DEVCO GP,524 HAMILTON DEVCO,524 HAMILTON  DEVCO GP,9730,524 HAMILTON  DEVCO GP,1
5240 LAND CO LLC,5240 LAND,"5240 LAND CO, LLC",9731,"5240 LAND CO, LLC",1
525 BROOK HOLLOW TRUST THE,525 BROOK HOLLOW TRUST THE,"525 BROOK HOLLOW TRUST, THE",9732,"525 BROOK HOLLOW TRUST, THE",1
525 GROUP LLC,525 GROUP,"525 GROUP, LLC",9733,"525 GROUP, LLC",1
5252 HICKORY HOLLOW LTD PARTNERSHIP,5252 HICKORY HOLLOW,5252 HICKORY HOLLOW LTD. PARTNERSHIP,9734,5252 HICKORY HOLLOW LTD. PARTNERSHIP,1
53 COLONIAL COTTAGES CORPORATION,53 COLONIAL COTTAGES,53 COLONIAL COTTAGES CORPORATION,9735,53 COLONIAL COTTAGES CORPORATION,1
530 28TH AVE N LLC,530 28TH AVE N,"530 28TH AVE N, LLC",9736,"530 28TH AVE N, LLC",1
5300 CENTENNIAL PARTNERS LLC,5300 CENTENNIAL PARTNERS,"5300 CENTENNIAL PARTNERS, LLC",9737,"5300 CENTENNIAL PARTNERS, LLC",1
5301 ROUTE 9W CORPORATION INC,5301 ROUTE 9W,5301 ROUTE 9W CORPORATION INC.,9738,5301 ROUTE 9W CORPORATION INC.,1
5307 A KENTUCKY AVENUE LLC,5307 A KENTUCKY AVENUE,"5307 A KENTUCKY AVENUE, LLC",9739,"5307 A KENTUCKY AVENUE, LLC",1
5315 ILLINOIS AVENUE TRUST,5315 ILLINOIS AVENUE,5315 ILLINOIS AVENUE TRUST,9740,5315 ILLINOIS AVENUE TRUST,1
5316 FREDERICKSBURG WAY TRUST,5316 FREDERICKSBURG WAY,5316 FREDERICKSBURG WAY TRUST,9741,5316 FREDERICKSBURG WAY TRUST,1
5317 CAMELOT REVOCABLE TRUST,5317 CAMELOT REVOCABLE,5317 CAMELOT REVOCABLE TRUST,9742,5317 CAMELOT REVOCABLE TRUST,1
5325 FOREST ACRES DRIVE TRUST,5325 FOREST ACRES DRIVE,5325 FOREST ACRES DRIVE TRUST,9743,5325 FOREST ACRES DRIVE TRUST,1
533 NORTON AVENUE TRUST THE,533 NORTON AVENUE TRUST THE,"533 NORTON AVENUE TRUST, THE",9744,"533 NORTON AVENUE TRUST, THE",1
533 WAYCROSS DR TRUST,533 WAYCROSS DR,533 WAYCROSS DR TRUST,9745,533 WAYCROSS DR TRUST,1
5330 CANE RIDGE LLC,5330 CANE RIDGE,"5330 CANE RIDGE, LLC",9746,"5330 CANE RIDGE, LLC",1
535 INWOOD DRIVE LLC,535 INWOOD DRIVE,"535 INWOOD DRIVE, LLC",9747,"535 INWOOD DRIVE, LLC",1
535 LAFAYETTE STREET LLC,535 LAFAYETTE STREET,"535 LAFAYETTE STREET, LLC",9748,"535 LAFAYETTE STREET, LLC",1
53RD STREET LLC,53RD STREET,"53RD STREET, LLC",9749,"53RD STREET, LLC",1
540 COLLINS PARTNERS LLC,540 COLLINS PARTNERS,"540 COLLINS PARTNERS, LLC",9750,"540 COLLINS PARTNERS, LLC",1
5400 CALIFORNIA AVE TRUST,5400 CALIFORNIA AVE,5400 CALIFORNIA AVE TRUST,9751,5400 CALIFORNIA AVE TRUST,1
